R how to selectively sort a data frame?,3,325,2,"['sorting', 'dataframe']",2012-04-24,17:59:44Z,broccoli,"1,769"
Prevent R from using virtual memory on unix/linux?,11,"1,458",1,"['linux', 'unix']",2012-04-24,17:48:41Z,Backlin,11.5k
Extract coefficients from ggplot2-created nls fit,4,"4,018",1,"['ggplot2', 'nls']",2012-04-24,17:21:46Z,Drew Steen,"8,789"
How to control font size in png?,4,"7,842",3,"['ggplot2', 'png', 'figure', 'r-grid']",2012-04-24,16:49:07Z,Mikko,"3,620"
Forecasting time series data,23,"33,601",3,"['time-series', 'xts']",2012-04-24,16:43:06Z,george willy,683
Plotting google map with ggplot in R,15,"19,565",1,"['google-maps', 'ggplot2', 'geocoding', 'ggmap']",2012-04-24,16:38:41Z,Ken,403
vector manipulation in R,1,255,2,['matrix'],2012-04-24,16:30:06Z,neticin,134
Some basic question in R writing a R-script for a regression example,0,497,1,[],2012-04-24,16:21:33Z,math,510
RJSONIO failed loading an array,1,188,0,['json'],2012-04-24,16:14:05Z,Leo5188,813
problems installing packages on server after update to 2.15,4,"2,944",2,[],2012-04-24,15:55:20Z,user1231088,82
What is the equivalent of the R command “source” in Stata?,3,254,2,['stata'],2012-04-24,15:13:42Z,NA,0
How to load packages in R automatically?,50,"39,433",4,"['loading', 'r-package', 'r-faq', 'defaults']",2012-04-24,15:10:05Z,Nestorghh,"1,481"
Adjusting font size of axis labels in levelplot function in R,2,"11,115",3,['levelplot'],2012-04-24,14:56:04Z,Angelo,"1,591"
Adjust factors in dataset with dynamic preceding zero's,0,157,3,['r-factor'],2012-04-24,14:45:11Z,FBE,351
pheatmap cluster annotation,1,"4,174",2,['heatmap'],2012-04-24,14:43:03Z,AnjaM,"1,215"
Copying list of files from one folder to other in R,14,"10,281",2,"['copy-paste', 'folder']",2012-04-24,14:10:34Z,jon,"5,171"
How do I call existing sequentially named variables to apply an operation in a for loop,0,"3,780",2,[],2012-04-24,13:32:09Z,user1353751,1
Find elements not in smaller character vector list but in big list,5,"10,701",3,"['list', 'character', 'subset']",2012-04-24,13:18:23Z,jon,"5,171"
Why does nchar(“\\”)=1 in R?,0,293,3,"['regex', 'string', 'character']",2012-04-24,12:43:47Z,Qbik,"1,947"
R computing the sum of a series,1,"6,799",4,[],2012-04-24,11:25:13Z,Probabilityman,116
Finding the column number and value the of second highest value in a row,5,"7,304",1,"['dataframe', 'plyr']",2012-04-24,11:21:03Z,BuckyOH,152
plyr R empty inner join,1,326,1,"['join', 'gnu', 'plyr']",2012-04-24,09:21:04Z,Markus Graf,384
Remove all special characters from a string in R?,70,"132,875",3,"['regex', 'string', 'character']",2012-04-24,08:24:48Z,Qbik,"1,947"
A web interface to an R program [closed],18,"25,821",7,"['web', 'rscript']",2012-04-24,08:06:23Z,user1331120,117
How to get rid or alter default axis labels and/or titles in density plot?,6,"19,449",3,"['label', 'subtitle']",2012-04-24,07:46:02Z,Oleksandr,240
Changing the rownames of a dataframe [duplicate],0,"26,947",1,['dataframe'],2012-04-24,05:52:47Z,pbd,148
How to Connect R with MySQL or how to install RMySQL package?,8,"31,088",7,"['mysql', 'installation', 'rmysql']",2012-04-24,05:42:58Z,Sharad,"2,596"
Reading all scripts and data files from multiple folders,20,"14,664",2,['file-io'],2012-04-24,03:53:19Z,SHRram,"1,615"
compiling glmnet failed in windows,3,673,2,['glmnet'],2012-04-24,02:58:08Z,baidao,183
Getting column name which holds a max value within a row of a matrix holding a separate max value within an array,10,"14,909",2,"['indexing', 'max', 'which']",2012-04-24,01:57:56Z,Jonathan Ross Charlton,810
Using R function names alongside logic operators,0,"1,189",2,[],2012-04-24,01:40:31Z,dplanet,"2,010"
No gradient of color with geom_raster,3,747,1,['ggplot2'],2012-04-24,01:07:12Z,GodinA,588
How to plot quadrat counts on top of a map in ggplot2 in a heatmap-like style,5,"1,123",1,['ggplot2'],2012-04-24,00:26:48Z,mindless.panda,"2,325"
Error from openNLP under R,2,518,0,"['text-mining', 'opennlp']",2012-04-23,23:39:42Z,Qbik,"1,947"
Faster way to find matches and append to a data.frame?,2,584,1,[],2012-04-23,22:03:52Z,user791770,119
Find maximum from combination of two tables (for-loop too slow),3,290,4,"['plyr', 'data.table', 'reshape2']",2012-04-23,21:40:14Z,Chris,"1,116"
apsrtable for sarlm class,1,367,1,"['latex', 'xtable']",2012-04-23,21:00:20Z,gregmacfarlane,"1,001"
backtransform `scale()` for plotting,35,"14,621",4,[],2012-04-23,20:10:53Z,smillig,"2,547"
R Discretization of continuous Data,0,"1,586",1,[],2012-04-23,20:03:51Z,Manos,6
For loop in R with increments,21,"59,530",1,['for-loop'],2012-04-23,19:58:21Z,Probabilityman,116
how to subset and group with a loop in r?,0,"4,382",2,"['loops', 'batch-file', 'plyr']",2012-04-23,19:07:01Z,Kerry,441
Rotating x axis labels in R for barplot,71,"178,840",7,"['graph', 'plot', 'bar-chart', 'axis-labels']",2012-04-23,18:53:43Z,David,"1,149"
"Bootstrapping: Error in statistic(data, original, …) : unused argument(s) (original)",6,"7,871",1,[],2012-04-23,17:24:08Z,user1195564,109
ggplot legend at top but below title?,10,"2,840",1,['ggplot2'],2012-04-23,16:45:09Z,MikeTP,"2,516"
Combining values from two different data frames,0,79,2,['for-loop'],2012-04-23,15:39:36Z,matteo,315
Faster Method for R While Loop in least squares function,1,592,1,[],2012-04-23,15:24:36Z,srmulcahy,159
How to add labels to the terminal nodes of a ctree (package party)?,3,"1,727",1,"['decision-tree', 'party']",2012-04-23,14:56:32Z,Noam Kremen,303
Comparing 2 Cluster solutions using k-means clustering,1,"1,722",1,"['cluster-analysis', 'k-means']",2012-04-23,13:42:07Z,NA,0
R “Multiple data sets per file”,1,272,3,['dataset'],2012-04-23,12:33:19Z,boyang,172
“#” can not been used as separator of fields for read.table?,2,169,2,['dataframe'],2012-04-23,11:56:47Z,zjffdu,"6,496"
How do I find how many times a value has been repeated in a column - R [duplicate],2,"18,486",2,['statistics'],2012-04-23,11:39:10Z,vonHippie,39
How to determine symbol size in x and y units,2,130,1,['par'],2012-04-23,08:38:15Z,Marc in the box,"7,862"
Convert BED file to WIG file,2,"1,901",2,['bioinformatics'],2012-04-23,08:20:14Z,Anna,82
R: environment lookup,6,635,1,[],2012-04-23,08:04:58Z,Sven Hager,"1,375"
R ggplot: geom_tile lines in pdf output,8,"2,999",4,"['pdf', 'ggplot2']",2012-04-23,07:50:56Z,Winawer,324
Grey to Binary Image using R,4,"2,116",3,[],2012-04-23,07:22:05Z,Joy,299
To find whether a column exists in data frame or not,77,"53,119",3,[],2012-04-23,06:58:57Z,Sunny Sunny,"1,254"
Modifying colour of lines in R ggplot2 legend?,0,554,1,['ggplot2'],2012-04-23,06:02:15Z,Winawer,324
Automatic E-mailing of pdf graphical output at specific times from R,5,697,2,"['email', 'pdf']",2012-04-23,05:32:03Z,n.e.w,577
capture strings that cannot be converted to date in R,1,150,2,['error-handling'],2012-04-23,04:34:03Z,lokheart,"8,460"
R Searching for elements and their index in an array,0,161,3,[],2012-04-23,03:59:12Z,Probabilityman,116
Fitting linear regression model with sparse matrix predictors and sparse matrix response,2,518,0,"['matrix', 'statistics', 'sparse-matrix']",2012-04-23,01:47:42Z,Dean Eckles,128
Improving R Code for Memory Experiment [closed],-3,120,1,[],2012-04-23,00:45:20Z,Jason Geller,2
How to remove columns from each matrix in a list of matrices in R?,5,"2,119",2,"['list', 'matrix', 'indexing']",2012-04-22,19:53:22Z,djhocking,537
installing RMySQL gives error RS-MySQL.h:32:19: fatal error: mysql.h: No such file,3,"2,627",4,['rmysql'],2012-04-22,18:04:16Z,giordano,981
Unused arguments in R,18,"95,805",5,[],2012-04-22,17:42:03Z,dplanet,"2,010"
new overlapping variable,-2,112,1,"['plyr', 'data-management']",2012-04-22,17:12:15Z,crock1255,415
How can I expand a vector into the arguments of a function in r?,24,"2,260",1,[],2012-04-22,15:25:42Z,nachocab,"4,844"
how to make a function that checks whole numbers in a sequence [duplicate],0,372,1,['sequence'],2012-04-22,15:00:55Z,Markos,6
"Using R to plot daily messages per user, given data frame listing all messages",1,348,3,[],2012-04-22,14:24:44Z,amh,410
“weighted” regression in R,10,"8,456",1,"['linear-regression', 'weighted']",2012-04-22,14:16:21Z,lokheart,"8,460"
AMORE - Neural network training “with teacher” for two input variables,1,"1,691",0,['neural-network'],2012-04-22,13:17:28Z,Mietek_Koks,73
Longer lines in legend(),6,"4,211",1,"['graph', 'plot', 'legend']",2012-04-22,11:41:14Z,ECII,"3,718"
Programmatically specifying colours in scale_fill_manual ggplot call,5,"6,764",1,['ggplot2'],2012-04-22,11:35:06Z,SlowLearner,"5,005"
How to fit linear model after principal component analysis,2,"3,001",1,"['statistics', 'data-mining']",2012-04-22,11:34:09Z,Harry Palmer,179
Rcaller 2.0 generated plot is rendering and empty output and the file (png) generated is also empty?,2,824,2,"['java', 'rcaller']",2012-04-22,11:00:23Z,sundeep,383
Moving files between folders,31,"26,858",3,"['file-io', 'file-copying']",2012-04-22,09:55:48Z,Sagar Nikam,883
Download subfolder from Gmail,2,364,1,"['python', 'gmail', 'web-scraping']",2012-04-22,09:24:18Z,Maciej,"2,180"
“Approximating” the derivative of date points in R,2,705,2,"['function', 'for-loop', 'time-series', 'derivative']",2012-04-22,08:13:09Z,forestman,159
Plot SVM in 3 dimension,3,"5,123",1,"['machine-learning', 'data-visualization', 'svm']",2012-04-22,07:54:03Z,jesslim,21
is there a way to only include factors that are significant at P<0.05 in a backward elimination in logistic regression,0,"1,123",1,['regression'],2012-04-22,06:43:13Z,baz,"2,179"
major memory problems reading in a csv file using numpy,9,"2,575",3,"['python', 'pandas', 'numpy', 'kaggle']",2012-04-22,02:35:06Z,vgoklani,"2,295"
R cbind xts objects results in added/duplicate row,2,"4,119",3,"['merge', 'duplicates', 'xts']",2012-04-22,00:39:06Z,codingknob,"2,843"
R: Sample a vector with replacement multiple times,9,"16,304",3,[],2012-04-21,23:43:46Z,srmulcahy,159
cover function (?) : how to deal with dependencies packages while developing new package in r,1,146,1,['package'],2012-04-21,20:03:28Z,jon,"5,171"
Repeat elements for unequal size objects in an R list,0,242,2,['lapply'],2012-04-21,16:25:05Z,epidemics,15
Find columns with same data in one data.frame,-1,"1,506",3,['dataframe'],2012-04-21,12:47:59Z,David Kakauridze,105
Creating package for Mac in Windows / Linux,2,"1,521",1,"['linux', 'macos', 'package']",2012-04-21,12:47:32Z,jon,"5,171"
"How to replace '(' , ')' using sub in R?",5,"7,200",2,['regex'],2012-04-21,12:43:06Z,Qbik,"1,947"
default variables for a googleVis MotionChart,1,"2,030",4,['google-visualization'],2012-04-21,12:36:32Z,Bastiaan Quast,"1,307"
How to change location of tooltip box?,1,131,0,"['svg', 'tooltip']",2012-04-21,07:53:00Z,user1347961,6
Function for median similar to “which.max” and “which.min” / Extracting median rows from a data.frame,8,"6,828",5,"['dataframe', 'subset']",2012-04-21,05:30:43Z,A5C1D2H2I1M1N2O1R2T1,151k
Perform nonnegative matrix factorization in R,5,"3,958",1,[],2012-04-21,01:11:59Z,user1344389,142
Installing R from CRAN Ubuntu repository: No Public Key Error,54,"31,685",8,"['linux', 'apt']",2012-04-21,00:24:03Z,Btibert3,12.5k
"R help: determine interval, binning a number",1,841,1,"['for-loop', 'if-statement', 'intervals', 'binning']",2012-04-20,21:52:35Z,crazian,334
unable to find C_kmns object when passed to .Fortran(),5,566,1,"['cluster-analysis', 'k-means']",2012-04-20,21:24:43Z,Roman Luštrik,49k
ggplot legend displays levels not present in data,3,286,2,['ggplot2'],2012-04-20,21:06:15Z,Paul M,327
PCA FactoMineR plot data,4,"8,053",3,"['plot', 'ggplot2', 'pca']",2012-04-20,19:49:32Z,NA,0
Removing rows in R based on values in a single column,15,"40,594",3,[],2012-04-20,19:04:40Z,David,"1,149"
Sharing R functionality with multiple users without exposing code [closed],2,"2,848",2,"['rstudio', 'obfuscation', 'source-code-protection']",2012-04-20,19:04:31Z,Rick Gittins,563
How to install a development version of R package from google code and/or launchpad.net?,0,782,3,"['installation', 'install', 'package']",2012-04-20,19:04:02Z,Etienne Low-Décarie,"6,020"
Is there a more efficient method than while loops for something that requires conditional checking?,6,980,1,['loops'],2012-04-20,18:53:21Z,Christopher Aden,417
Arithmetic operations for Array Indices in R,0,265,2,['arrays'],2012-04-20,18:50:38Z,user1347285,1
how to add labels to files in producing multiple plots code,2,157,1,[],2012-04-20,17:58:08Z,Amateur,552
Is there a viable handwriting recognition library / program? [closed],6,"8,672",3,"['java', 'machine-learning', 'ocr']",2012-04-20,15:56:13Z,screechOwl,10k
How would you handle this with read.transactions in R arules package?,1,"4,378",1,[],2012-04-20,15:08:50Z,Nestorghh,"1,481"
Using do loops in R to create new variables,2,"5,679",6,['sas'],2012-04-20,15:06:24Z,user1346861,16
Sublime Text 2 and R,7,"5,375",4,['sublimetext2'],2012-04-20,14:53:58Z,noumenal,527
Globaltest Pathway analysis with a matrix,0,241,1,"['matrix', 'analysis']",2012-04-20,11:06:15Z,Lisann,"2,085"
Function argument as a part of the output name,0,"1,115",1,"['function', 'arguments']",2012-04-20,10:49:26Z,Endre Grüner Ofstad,579
Regress each column in a data frame on a vector in R,6,"1,688",3,['statistics'],2012-04-20,06:56:03Z,bstockton,437
How can I highlight subset of values in ggplot2 plots?,4,"1,142",1,"['ggplot2', 'highlight', 'subset']",2012-04-20,06:39:55Z,yerba,55
fisher.test many files (already with table data) input,0,329,1,['statistics'],2012-04-20,06:28:24Z,PoGibas,15k
Taking a disproportionate sample from a dataset in R,12,"38,474",1,"['random', 'sampling']",2012-04-20,05:54:52Z,simplyme,106
Missing data and Attributes selection,0,490,1,"['statistics', 'data-mining']",2012-04-20,04:55:45Z,simplyme,106
predict.lm with newdata,6,"12,112",3,[],2012-04-20,03:54:47Z,M.Dimo,216
knowing functions and dataset available in a package without any manual and information (blackbox) R,4,"3,665",2,"['function', 'load', 'installation', 'package']",2012-04-20,03:04:58Z,jon,"5,171"
ggplot2:scatterplots for all possible combinations of variables,3,"1,280",1,['ggplot2'],2012-04-20,02:36:19Z,MYaseen208,"7,627"
working with package without Namespace in R,6,"3,206",1,"['namespaces', 'package', 'packages']",2012-04-20,01:51:35Z,jon,"5,171"
R scatter plot with hexadecimal colors,3,"6,958",3,"['colors', 'hex', 'factors']",2012-04-20,00:00:40Z,Richard,167
Using sqldf and RPostgreSQL together,14,"8,974",2,"['sql', 'postgresql', 'sqldf', 'rpostgresql']",2012-04-19,21:32:15Z,djq,"5,647"
Add a vertical line with ggplot when x-axis is a factor,6,"5,350",2,['ggplot2'],2012-04-19,21:14:49Z,jbryer,812
"Determine which element is max, through ddply [duplicate]",1,"1,599",2,['plyr'],2012-04-19,21:09:07Z,Drew Steen,"8,789"
How can I combine numbers into strings in R?,3,"2,067",2,[],2012-04-19,20:52:54Z,radek,"3,593"
R data mining syntax,1,438,1,"['statistics', 'data-mining', 'xts', 'quantmod']",2012-04-19,20:39:32Z,Amey,13
How to use ggplot to group and show top X categories?,3,"7,306",2,['ggplot2'],2012-04-19,18:59:49Z,MikeTP,"2,516"
Converting a numeric matrix into a data.table (or data.frame),8,"32,672",3,"['dataframe', 'transformation', 'data.table', 'reshape']",2012-04-19,18:44:57Z,Ina,"2,212"
Assign new column based on a value chosen from an id in another dataframe,1,"1,230",2,"['merge', 'data.table']",2012-04-19,17:47:12Z,notuo,424
Plot county names on faceted state map (ggplot2),5,"1,796",1,['ggplot2'],2012-04-19,17:37:12Z,Tyler Rinker,63.1k
How to effectively deal with uncompressed saves during package check?,28,"1,622",1,['package-development'],2012-04-19,17:35:29Z,Maiasaura,17.2k
Sentiment analysis using R [closed],28,"42,087",5,['sentiment-analysis'],2012-04-19,17:01:05Z,djq,"5,647"
geom_tile heatmap with different high fill colours based on factor,10,"10,864",1,"['ggplot2', 'heatmap']",2012-04-19,16:27:25Z,Michael,53
xtable for arrays,0,569,2,"['plyr', 'sweave', 'xtable', 'knitr']",2012-04-19,16:26:18Z,MYaseen208,"7,627"
Using a vector of characters that correspond to an expression as an argument to a function,4,164,2,['dataframe'],2012-04-19,16:07:32Z,Kaleb,504
Plotting points on a psp object based on distance,0,143,1,"['plot', 'line', 'spatstat']",2012-04-19,15:38:37Z,Mikko,"3,620"
command for expanding data in r,0,98,3,[],2012-04-19,15:33:57Z,Luke,18
Finding maximum value for column among a subset of a data frame,4,"7,218",2,[],2012-04-19,15:31:04Z,amh,410
Loading a sparse matrix in r from list,3,"3,872",2,['sparse-matrix'],2012-04-19,15:18:06Z,user1344389,142
R textConnection slow speed,4,406,1,['hadoop'],2012-04-19,15:06:52Z,Rick Gittins,563
R: Fitting Gaussian peaks to density plot data using nls,1,"2,586",1,[],2012-04-19,14:54:44Z,Harpal,"4,645"
How could I make this R snippet faster and more R-ish?,2,117,2,"['function', 'performance', 'lapply']",2012-04-19,14:18:16Z,Ziyao Wei,20.1k
Plot using image() and annotate rows,0,814,1,[],2012-04-19,13:44:25Z,user1249760,73
R: Error in parse using nls,2,"3,072",1,['nls'],2012-04-19,12:10:32Z,Harpal,"4,645"
Efficiently modify list in R,4,773,2,['for-loop'],2012-04-19,12:04:14Z,A.M.,93
Bandwidth selection using NP package,1,693,1,"['vector', 'regression']",2012-04-19,12:00:30Z,kirk,107
R help options - setting help_type=“text” for good,1,755,1,[],2012-04-19,11:13:32Z,Qbik,"1,947"
unicode issue in R and RGtk2,0,207,1,"['unicode', 'gtk', 'locale']",2012-04-19,10:37:15Z,lokheart,"8,460"
How to see man page of a function of a user installed R library/package?,0,"1,227",2,[],2012-04-19,10:12:40Z,bioinformatician,194
removing data with tags from a vector,0,357,2,[],2012-04-19,09:58:16Z,jan5,479
Understanding exactly when a data.table is a reference to (vs a copy of) another data.table,161,"27,278",2,"['reference', 'copy', 'data.table', 'assignment-operator']",2012-04-19,09:19:30Z,Peter Fine,"1,328"
How to select a part of formula in formula in R?,5,"1,442",2,"['parsing', 'formula']",2012-04-19,09:00:17Z,mpiktas,"5,068"
R and corrections of models with AR(q) errors,2,81,0,[],2012-04-19,08:37:07Z,Stefan,"1,255"
same name of a variable and a function ( ls ) in R,1,694,1,[],2012-04-19,08:15:52Z,Sebastian,365
Replacing numbers within a range with a factor,4,"4,322",1,['data-processing'],2012-04-19,06:08:22Z,RJ-,"1,599"
nested tryCatch not catching error?,3,"1,004",1,"['try-catch', 'raise']",2012-04-19,05:58:36Z,mathematical.coffee,40.8k
How to draw the Gaussian graphical model in R,2,"2,099",2,"['model', 'correlation', 'gaussian']",2012-04-19,03:24:41Z,PepsiCo,576
Calculating Euclidean Distance for Large DataSets,3,"2,903",1,['distance'],2012-04-19,01:58:07Z,Bushra Naseem,19
Aligning sequences with missing values,3,611,2,"['sequence', 'alignment', 'missing-data', 'cross-correlation']",2012-04-19,01:51:01Z,mathematical.coffee,40.8k
Summary statistics by two or more factor variables?,12,"43,510",4,['summary'],2012-04-19,01:39:03Z,nzcoops,"5,050"
geom_map all subregions the same color,3,"1,035",1,"['ggplot2', 'choropleth']",2012-04-19,00:11:49Z,Tyler Rinker,63.1k
R - boxplot color according to factor,4,"8,698",3,['lattice'],2012-04-18,22:57:22Z,ery,457
Is there a simpler way to erase the end of the line using cat in R?,1,120,2,[],2012-04-18,22:08:45Z,nachocab,"4,844"
Sub setting panel data ( in a specific way) in R. Pic inside [duplicate],0,37,0,"['statistics', 'economics']",2012-04-18,21:08:28Z,bstockton,15
return what is exclusively in one of two data frames,0,99,2,['dataframe'],2012-04-18,21:02:42Z,jftuga,"1,038"
"How to construct an axis label with both normal, italic and bold font",15,"29,570",1,"['graph', 'plot']",2012-04-18,19:39:15Z,ECII,"3,718"
Is there a c++ matrix library where I can index matrices with non-contiguous vectors as in R?,0,454,1,"['c++', 'matrix']",2012-04-18,19:37:16Z,Palace Chan,"3,164"
Simple program to call R from Java using Eclipse and Rserve,21,"34,616",4,"['java', 'eclipse', 'rserve']",2012-04-18,18:53:39Z,Musmar,111
How can I change the text size of directlabels on a ggplot graph?,2,"1,282",1,"['ggplot2', 'direct-labels']",2012-04-18,18:30:13Z,Erik Shilts,"2,733"
gsub to return all matches of an expression instead of just the last match,4,950,4,"['regex', 'grep']",2012-04-18,17:56:59Z,cboettig,"6,148"
connecting to sequel pro database remote server via RMySQL,1,"2,382",1,"['ssh', 'database-connection', 'rmysql', 'sequelpro']",2012-04-18,17:52:36Z,dhendrickson,767
gsub return an empty string when no match is found,7,"2,062",5,"['regex', 'grep']",2012-04-18,17:23:07Z,cboettig,"6,148"
Plots are empty using Sweave and Latex,4,"2,011",2,"['sweave', 'knitr']",2012-04-18,16:21:41Z,JPV,487
Use RCurl to bypass “disclaimer page” then do the web scrapping,1,970,1,"['redirect', 'rcurl']",2012-04-18,15:52:34Z,lokheart,"8,460"
Extracting rows from a matrix conditional on another variable,1,"2,112",2,['matrix'],2012-04-18,15:48:47Z,Markos,6
Subset SpatialPolygonsDataFrame,4,"3,184",1,['mapping'],2012-04-18,15:39:18Z,jslefche,"1,719"
How to combine a list of unequal lm object length into a data frame?,3,920,2,"['dataframe', 'regression', 'plyr', 'linear-regression']",2012-04-18,15:31:17Z,Tony,"1,236"
Optimising a complex data.table aggregation in R,2,250,1,"['optimization', 'data.table']",2012-04-18,15:05:28Z,Ina,"2,212"
Change default arguments of an R function at runtime,7,"1,536",2,['reflection'],2012-04-18,15:03:40Z,Sven Hager,"1,375"
Creating grouped bar-plot of multi-column data in R,10,"43,417",3,['ggplot2'],2012-04-18,14:55:33Z,Ankit,"2,824"
Augment data frame missed values by another data frame,0,283,3,"['join', 'merge']",2012-04-18,14:20:50Z,gadubishe,25
Stem plot in r question,2,599,1,['data-visualization'],2012-04-18,13:50:54Z,NA,0
What might I be doing wrong to get “Error: s > 0 is not TRUE” for a nlmer model?,1,150,1,[],2012-04-18,13:40:49Z,NA,0
ggplot2: Set alpha=0 for certain points depending on fill value,10,"3,345",2,"['plot', 'ggplot2', 'alpha', 'fill']",2012-04-18,13:30:41Z,Jared Eccles,67
Merging multiple csv files in R,1,"5,460",2,['dataframe'],2012-04-18,12:08:04Z,Navin,55
Generate a vector for scale_colour_manual using two input vectors,0,181,1,['ggplot2'],2012-04-18,11:27:29Z,Sujai,13
Using cast() to transform a data.frame,4,286,3,['dataframe'],2012-04-18,11:23:40Z,Ernest A,"4,534"
rfc 3339 timestamp decoding using r,0,191,1,[],2012-04-18,10:59:50Z,jan5,479
Citing articles in R package using roxygen2 and BibTeX?,16,"2,304",2,"['documentation', 'bibtex', 'roxygen2', 'citations']",2012-04-18,10:32:05Z,Jouni Helske,"5,114"
Selecting a row in a dataframe in RGTK2,1,123,1,['gtk2'],2012-04-18,10:22:39Z,lokheart,"8,460"
Open file generated by loading .rda files,1,"1,308",1,[],2012-04-18,10:19:27Z,Maria Molina,18
Parallel programming for all R packages,2,814,2,['parallel-processing'],2012-04-18,09:21:25Z,Marco M,358
Change the order of a column,1,888,1,[],2012-04-18,08:35:44Z,Max van der Heijden,645
I want to run a R code at a specific time,4,"4,653",2,"['timer', 'triggers']",2012-04-18,07:02:51Z,TaeHeon Kim,55
Getting not proper error code form R using Rserve with c++ client,0,342,1,['rserve'],2012-04-18,06:43:13Z,sense,1
Connecting r with Hadoop,0,727,1,['hadoop'],2012-04-18,04:38:12Z,jan5,479
can I change property of R object,0,380,1,"['class', 'object', 'properties']",2012-04-18,04:17:36Z,jon,"5,171"
Determining the structure of an 'MCA' object in R and calculating 2d coordinate distances,0,89,1,[],2012-04-18,04:14:58Z,dubhousing,141
Sub setting panel data,1,614,2,"['statistics', 'economics']",2012-04-18,04:10:47Z,bstockton,15
R regexp ignore.case and fixed dont work together,0,561,1,['regex'],2012-04-18,04:03:55Z,jinni,128
Aggregate rows by shared values in a variable,2,"11,654",3,"['aggregate', 'plyr']",2012-04-18,03:45:33Z,Adam Hyland,935
Deaggregating a time series in R,0,886,0,['time-series'],2012-04-18,03:03:18Z,Fomite,946
Rserve eclipse basic example [duplicate],0,97,0,"['java', 'eclipse', 'jri', 'rserve']",2012-04-18,02:55:20Z,Musmar,111
split column into two with “/” separator in r,4,"3,494",4,"['split', 'dataframe']",2012-04-18,02:53:36Z,jon,"5,171"
Add coastline when plotting faceted arrays in R with ggplot2,1,"1,067",1,"['map', 'ggplot2', 'cartography']",2012-04-18,00:43:46Z,brews,331
ggplot2 dollar_format on large numbers yields scientific notation,2,"1,533",2,['ggplot2'],2012-04-17,21:50:26Z,jlemaitre,321
Plotting curves given by equations in R,8,"7,341",3,['graphics'],2012-04-17,21:36:30Z,Leo,841
R: weighted least squares with errors in x and y,2,390,1,[],2012-04-17,20:57:32Z,srmulcahy,159
Adding legend to a margin of a multiple for loop plot,4,"2,973",2,"['plot', 'legend']",2012-04-17,20:37:03Z,Mikko,"3,620"
For loop in R is printing twice,1,884,2,['for-loop'],2012-04-17,20:35:43Z,bstockton,15
R data.frame transformation?,1,229,1,"['dataframe', 'reshape']",2012-04-17,20:31:14Z,MadSeb,"2,639"
Is it possible to plot rational functions in R?,2,193,1,"['function', 'math', 'plot']",2012-04-17,20:22:24Z,ECII,"3,718"
"R, get key from key value (hash)",6,"9,578",2,['hash'],2012-04-17,20:22:17Z,mariodeng,341
Heat map or density map in R,1,"9,754",3,"['plot', 'ggplot2']",2012-04-17,19:57:19Z,bvagri,6
R Avoid x axis beeing automatically power of ten scaled,2,"1,424",1,['plot'],2012-04-17,19:23:56Z,John Kane,13
Add a footnote citation outside of plot area in R?,23,"17,088",3,"['ggplot2', 'annotations', 'r-grid']",2012-04-17,19:22:25Z,Mittenchops,"6,154"
drawing predict line on an R graph,0,"5,636",1,[],2012-04-17,18:28:12Z,george willy,683
How to optimise filtering and counting for every row in a large R data frame,1,171,1,"['dataframe', 'apply', 'data.table', 'sqldf']",2012-04-17,18:23:35Z,Ina,"2,212"
How to suppress the function to return “Null” in R?,4,"3,186",2,['return'],2012-04-17,16:55:31Z,shao,259
R using ifelse to change factor values,2,"5,815",2,['if-statement'],2012-04-17,15:44:23Z,screechOwl,10k
extract checkbox value in RGTK2,0,202,1,['gtk2'],2012-04-17,15:22:45Z,lokheart,"8,460"
Selecting specific values following a modulus operation,1,125,3,['mathematical-expressions'],2012-04-17,14:25:12Z,ChrisW,"2,849"
Using R to calculate total events per day from a data frame that contains all events and their timestamps,3,"1,890",2,[],2012-04-17,14:24:06Z,amh,410
creating a graphNEL object from data,1,"1,883",3,['graph'],2012-04-17,14:00:27Z,Assa Yeroslaviz,25
R Table modification,1,169,2,"['plyr', 'data.table']",2012-04-17,12:40:41Z,Probabilityman,116
Importing World Bank data for all countries in a region using the WDI package,5,"1,774",1,[],2012-04-17,12:26:34Z,Bastiaan Quast,"1,307"
R aggregate over partial list,1,293,2,"['aggregate', 'data.table']",2012-04-17,11:38:43Z,user1249760,73
Randomizations and hierarchical tree,1,229,2,['hierarchical-clustering'],2012-04-17,10:54:46Z,DianaHelen,51
Average process speed is getting slower,3,167,1,"['performance', 'process']",2012-04-17,08:54:40Z,TaeHeon Kim,55
Minimal but fast Weighted- Least Squares Regression,1,386,1,['linear-regression'],2012-04-17,08:44:03Z,SAT,81
R script exhausting memory - Microsoft HPC Cluster,0,421,1,"['hpc', 'rscript']",2012-04-17,07:47:59Z,Delta,80
Extracting only some rows of a table in R,0,"1,810",1,[],2012-04-17,07:43:08Z,Leo.peis,"4,228"
Refining GUI developed by RGTK2,1,441,1,['gtk2'],2012-04-17,07:30:32Z,lokheart,"8,460"
timeBased and time,0,"1,705",1,['xts'],2012-04-17,07:23:36Z,SilverSpoon,270
How to get confidence intervals by bootstrapping for quantile regressions by default,4,"3,068",1,"['regression', 'confidence-interval', 'quantreg']",2012-04-17,06:15:10Z,Max Gordon,"3,195"
